"Region" "Treat" "X" "RegionTreat"
"5073" "WE" "High" 0 "WE:High"
"5074" "WE" "Placebo" 0 "WE:Placebo"
"5075" "WE" "Placebo" 0 "WE:Placebo"
"5076" "WE" "Placebo" 0 "WE:Placebo"
"5077" "WE" "High" 0 "WE:High"
"5078" "WE" "High" 0 "WE:High"
"5079" "WE" "Placebo" 0 "WE:Placebo"
"5080" "WE" "High" 1 "WE:High"
"5081" "WE" "High" 0 "WE:High"
"5082" "WE" "High" 0 "WE:High"
"5083" "WE" "High" 0 "WE:High"
"5084" "WE" "High" 0 "WE:High"
"5085" "WE" "Placebo" 0 "WE:Placebo"
"5086" "WE" "High" 1 "WE:High"
"5087" "NA" "High" 0 "NA:High"
"5088" "WE" "Placebo" 0 "WE:Placebo"
"5089" "NA" "High" 0 "NA:High"
"5090" "WE" "Placebo" 0 "WE:Placebo"
"5091" "NA" "High" 0 "NA:High"
"5092" "NA" "High" 0 "NA:High"
"5093" "NA" "High" 0 "NA:High"
"5094" "NA" "High" 0 "NA:High"
"5095" "NA" "High" 1 "NA:High"
"5096" "WE" "Placebo" 0 "WE:Placebo"
"5097" "NA" "High" 0 "NA:High"
"5098" "WE" "Placebo" 0 "WE:Placebo"
"5099" "WE" "Placebo" 0 "WE:Placebo"
"5100" "NA" "High" 0 "NA:High"
"5101" "WE" "Placebo" 0 "WE:Placebo"
"5102" "WE" "Placebo" 0 "WE:Placebo"
"5103" "WE" "Placebo" 0 "WE:Placebo"
"5104" "WE" "Placebo" 0 "WE:Placebo"
"5105" "WE" "Placebo" 0 "WE:Placebo"
"5106" "NA" "High" 0 "NA:High"
"5107" "NA" "High" 0 "NA:High"
"5108" "NA" "High" 0 "NA:High"
"5109" "WE" "Placebo" 0 "WE:Placebo"
"5110" "NA" "High" 0 "NA:High"
"5111" "NA" "High" 0 "NA:High"
"5112" "WE" "Placebo" 0 "WE:Placebo"
"5113" "WE" "Placebo" 0 "WE:Placebo"
"5114" "WE" "Placebo" 0 "WE:Placebo"
"5115" "WE" "Placebo" 1 "WE:Placebo"
"5116" "WE" "Placebo" 0 "WE:Placebo"
"5117" "EE" "Placebo" 0 "EE:Placebo"
"5118" "NA" "High" 0 "NA:High"
"5119" "NA" "High" 1 "NA:High"
"5120" "EE" "Placebo" 0 "EE:Placebo"
"5121" "EE" "Placebo" 1 "EE:Placebo"
"5122" "EE" "Placebo" 1 "EE:Placebo"
"5123" "NA" "High" 0 "NA:High"
"5124" "EE" "Placebo" 0 "EE:Placebo"
"5125" "EE" "Placebo" 0 "EE:Placebo"
"5126" "NA" "High" 0 "NA:High"
"5127" "NA" "High" 0 "NA:High"
"5128" "NA" "High" 0 "NA:High"
"5129" "NA" "High" 0 "NA:High"
"5130" "EE" "Placebo" 0 "EE:Placebo"
"5131" "EE" "Placebo" 0 "EE:Placebo"
"5132" "EE" "Placebo" 0 "EE:Placebo"
"5133" "EE" "Placebo" 0 "EE:Placebo"
"5134" "EE" "Placebo" 0 "EE:Placebo"
"5135" "EE" "Placebo" 0 "EE:Placebo"
"5136" "NA" "High" 0 "NA:High"
"5137" "NA" "High" 0 "NA:High"
"5138" "EE" "Placebo" 0 "EE:Placebo"
"5139" "EE" "Placebo" 1 "EE:Placebo"
"5140" "NA" "High" 0 "NA:High"
"5141" "NA" "High" 0 "NA:High"
"5142" "EE" "Placebo" 0 "EE:Placebo"
"5143" "NA" "High" 0 "NA:High"
"5144" "EE" "Placebo" 0 "EE:Placebo"
"5145" "EE" "Placebo" 0 "EE:Placebo"
"5146" "NA" "High" 0 "NA:High"
"5147" "NA" "High" 0 "NA:High"
"5148" "NA" "High" 0 "NA:High"
"5149" "EE" "Placebo" 0 "EE:Placebo"
"5150" "EE" "Placebo" 0 "EE:Placebo"
"5151" "EE" "Placebo" 1 "EE:Placebo"
"5152" "NA" "High" 0 "NA:High"
"5153" "NA" "High" 1 "NA:High"
"5154" "NA" "High" 0 "NA:High"
"5155" "EE" "Placebo" 0 "EE:Placebo"
"5156" "NA" "High" 0 "NA:High"
"5157" "EE" "Placebo" 1 "EE:Placebo"
"5158" "EE" "Placebo" 0 "EE:Placebo"
"5159" "EE" "Placebo" 0 "EE:Placebo"
"5160" "EE" "Placebo" 0 "EE:Placebo"
"5161" "EE" "Placebo" 0 "EE:Placebo"
"5162" "EE" "Placebo" 1 "EE:Placebo"
"5163" "EE" "Placebo" 0 "EE:Placebo"
"5164" "EE" "Placebo" 1 "EE:Placebo"
"5165" "LA" "High" 1 "LA:High"
"5166" "EE" "Placebo" 0 "EE:Placebo"
"5167" "EE" "Placebo" 1 "EE:Placebo"
"5168" "EE" "Placebo" 0 "EE:Placebo"
"5169" "EE" "Placebo" 0 "EE:Placebo"
"5170" "EE" "Placebo" 1 "EE:Placebo"
"5171" "EE" "Placebo" 0 "EE:Placebo"
"5172" "EE" "Placebo" 0 "EE:Placebo"
"5173" "EE" "Placebo" 0 "EE:Placebo"
"5174" "EE" "Placebo" 0 "EE:Placebo"
"5175" "EE" "Placebo" 0 "EE:Placebo"
"5176" "EE" "Placebo" 0 "EE:Placebo"
"5177" "EE" "Placebo" 0 "EE:Placebo"
"5178" "EE" "Placebo" 0 "EE:Placebo"
"5179" "EE" "Placebo" 0 "EE:Placebo"
"5180" "EE" "Placebo" 0 "EE:Placebo"
"5181" "EE" "Placebo" 0 "EE:Placebo"
"5182" "EE" "Placebo" 0 "EE:Placebo"
"5183" "EE" "Placebo" 1 "EE:Placebo"
"5184" "EE" "Placebo" 0 "EE:Placebo"
"5185" "EE" "Placebo" 0 "EE:Placebo"
"5186" "EE" "Placebo" 0 "EE:Placebo"
"5187" "EE" "Placebo" 0 "EE:Placebo"
"5188" "EE" "Placebo" 0 "EE:Placebo"
"5189" "EE" "Placebo" 0 "EE:Placebo"
"5190" "EE" "Placebo" 0 "EE:Placebo"
"5191" "EE" "Placebo" 0 "EE:Placebo"
"5192" "EE" "Placebo" 1 "EE:Placebo"
"5193" "EE" "Placebo" 0 "EE:Placebo"
"5194" "EE" "Placebo" 0 "EE:Placebo"
"5195" "EE" "Placebo" 1 "EE:Placebo"
"5196" "EE" "Placebo" 0 "EE:Placebo"
"5197" "WE" "High" 0 "WE:High"
"5198" "WE" "High" 0 "WE:High"
"5199" "EE" "Placebo" 0 "EE:Placebo"
"5200" "EE" "Placebo" 0 "EE:Placebo"
"5201" "WE" "High" 0 "WE:High"
"5202" "EE" "Placebo" 0 "EE:Placebo"
"5203" "EE" "Placebo" 1 "EE:Placebo"
"5204" "WE" "High" 0 "WE:High"
"5205" "WE" "High" 0 "WE:High"
"5206" "WE" "High" 0 "WE:High"
"5207" "WE" "High" 0 "WE:High"
"5208" "EE" "Placebo" 0 "EE:Placebo"
"5209" "EE" "Placebo" 0 "EE:Placebo"
"5210" "EE" "Placebo" 0 "EE:Placebo"
"5211" "WE" "High" 0 "WE:High"
"5212" "EE" "Placebo" 1 "EE:Placebo"
"5213" "EE" "Placebo" 0 "EE:Placebo"
"5214" "EE" "Placebo" 0 "EE:Placebo"
"5215" "WE" "High" 0 "WE:High"
"5216" "WE" "High" 0 "WE:High"
"5217" "WE" "High" 0 "WE:High"
"5218" "WE" "Placebo" 0 "WE:Placebo"
"5219" "WE" "Placebo" 1 "WE:Placebo"
"5220" "WE" "Placebo" 0 "WE:Placebo"
"5221" "WE" "High" 0 "WE:High"
"5222" "WE" "Placebo" 0 "WE:Placebo"
"5223" "WE" "Placebo" 0 "WE:Placebo"
"5224" "WE" "Placebo" 0 "WE:Placebo"
"5225" "WE" "Placebo" 1 "WE:Placebo"
"5226" "WE" "Placebo" 0 "WE:Placebo"
"5227" "WE" "Placebo" 0 "WE:Placebo"
"5228" "WE" "High" 0 "WE:High"
"5229" "WE" "Placebo" 0 "WE:Placebo"
"5230" "WE" "Placebo" 0 "WE:Placebo"
"5231" "WE" "High" 0 "WE:High"
"5232" "WE" "High" 0 "WE:High"
"5233" "WE" "Placebo" 0 "WE:Placebo"
"5234" "WE" "Placebo" 1 "WE:Placebo"
"5235" "WE" "Placebo" 0 "WE:Placebo"
"5236" "WE" "High" 0 "WE:High"
"5237" "WE" "Placebo" 0 "WE:Placebo"
"5238" "WE" "High" 1 "WE:High"
"5239" "WE" "High" 0 "WE:High"
"5240" "WE" "High" 0 "WE:High"
"5241" "WE" "Placebo" 0 "WE:Placebo"
"5242" "WE" "Placebo" 0 "WE:Placebo"
"5243" "WE" "High" 0 "WE:High"
"5244" "WE" "Placebo" 0 "WE:Placebo"
"5245" "WE" "Placebo" 0 "WE:Placebo"
"5246" "WE" "Placebo" 0 "WE:Placebo"
"5247" "WE" "Placebo" 0 "WE:Placebo"
"5248" "WE" "Placebo" 0 "WE:Placebo"
"5249" "WE" "Placebo" 1 "WE:Placebo"
"5250" "NA" "High" 0 "NA:High"
"5251" "WE" "Placebo" 1 "WE:Placebo"
"5252" "NA" "High" 0 "NA:High"
"5253" "NA" "High" 0 "NA:High"
"5254" "WE" "Placebo" 0 "WE:Placebo"
"5255" "WE" "Placebo" 0 "WE:Placebo"
"5256" "WE" "Placebo" 0 "WE:Placebo"
"5257" "WE" "Placebo" 1 "WE:Placebo"
"5258" "NA" "High" 0 "NA:High"
"5259" "WE" "Placebo" 0 "WE:Placebo"
"5260" "WE" "Placebo" 0 "WE:Placebo"
"5261" "NA" "High" 0 "NA:High"
"5262" "WE" "Placebo" 1 "WE:Placebo"
"5263" "WE" "Placebo" 0 "WE:Placebo"
"5264" "WE" "Placebo" 0 "WE:Placebo"
"5265" "NA" "High" 0 "NA:High"
"5266" "NA" "High" 0 "NA:High"
"5267" "WE" "Placebo" 0 "WE:Placebo"
"5268" "WE" "Placebo" 1 "WE:Placebo"
"5269" "WE" "Placebo" 1 "WE:Placebo"
"5270" "WE" "Placebo" 1 "WE:Placebo"
"5271" "WE" "Placebo" 0 "WE:Placebo"
"5272" "WE" "Placebo" 0 "WE:Placebo"
"5273" "WE" "Placebo" 0 "WE:Placebo"
"5274" "WE" "Placebo" 1 "WE:Placebo"
"5275" "WE" "Placebo" 0 "WE:Placebo"
"5276" "NA" "High" 0 "NA:High"
"5277" "WE" "Placebo" 1 "WE:Placebo"
"5278" "WE" "Placebo" 0 "WE:Placebo"
"5279" "NA" "High" 0 "NA:High"
"5280" "NA" "High" 0 "NA:High"
"5281" "NA" "High" 0 "NA:High"
"5282" "WE" "Placebo" 0 "WE:Placebo"
"5283" "WE" "Placebo" 1 "WE:Placebo"
"5284" "WE" "Placebo" 0 "WE:Placebo"
"5285" "WE" "Placebo" 0 "WE:Placebo"
"5286" "NA" "High" 0 "NA:High"
"5287" "NA" "High" 1 "NA:High"
"5288" "WE" "Placebo" 0 "WE:Placebo"
"5289" "NA" "High" 0 "NA:High"
"5290" "WE" "Placebo" 0 "WE:Placebo"
"5291" "NA" "High" 0 "NA:High"
"5292" "WE" "Placebo" 0 "WE:Placebo"
"5293" "NA" "High" 0 "NA:High"
"5294" "WE" "Placebo" 0 "WE:Placebo"
"5295" "NA" "High" 0 "NA:High"
"5296" "WE" "Placebo" 0 "WE:Placebo"
"5297" "NA" "High" 0 "NA:High"
"5298" "NA" "High" 0 "NA:High"
"5299" "WE" "Placebo" 0 "WE:Placebo"
"5300" "NA" "High" 0 "NA:High"
"5301" "WE" "Placebo" 1 "WE:Placebo"
"5302" "WE" "Placebo" 0 "WE:Placebo"
"5303" "WE" "Placebo" 0 "WE:Placebo"
"5304" "NA" "High" 0 "NA:High"
"5305" "NA" "High" 0 "NA:High"
"5306" "WE" "Placebo" 0 "WE:Placebo"
"5307" "NA" "High" 0 "NA:High"
"5308" "NA" "High" 0 "NA:High"
"5309" "NA" "High" 0 "NA:High"
"5310" "WE" "Placebo" 1 "WE:Placebo"
"5311" "NA" "High" 0 "NA:High"
"5312" "WE" "Placebo" 0 "WE:Placebo"
"5313" "WE" "Placebo" 0 "WE:Placebo"
"5314" "WE" "High" 0 "WE:High"
"5315" "WE" "High" 0 "WE:High"
"5316" "WE" "Placebo" 1 "WE:Placebo"
"5317" "WE" "Placebo" 0 "WE:Placebo"
"5318" "WE" "Placebo" 0 "WE:Placebo"
"5319" "WE" "High" 0 "WE:High"
"5320" "WE" "High" 0 "WE:High"
"5321" "WE" "High" 0 "WE:High"
"5322" "WE" "High" 0 "WE:High"
"5323" "WE" "High" 0 "WE:High"
"5324" "WE" "Placebo" 0 "WE:Placebo"
"5325" "WE" "Placebo" 0 "WE:Placebo"
"5326" "WE" "Placebo" 0 "WE:Placebo"
"5327" "WE" "Placebo" 1 "WE:Placebo"
"5328" "WE" "Placebo" 0 "WE:Placebo"
"5329" "WE" "High" 1 "WE:High"
"5330" "WE" "Placebo" 1 "WE:Placebo"
"5331" "WE" "High" 0 "WE:High"
"5332" "WE" "Placebo" 0 "WE:Placebo"
"5333" "WE" "Placebo" 0 "WE:Placebo"
"5334" "WE" "Placebo" 0 "WE:Placebo"
"5335" "WE" "Placebo" 0 "WE:Placebo"
"5336" "WE" "Placebo" 0 "WE:Placebo"
"5337" "WE" "Placebo" 0 "WE:Placebo"
"5338" "WE" "High" 1 "WE:High"
"5339" "WE" "High" 0 "WE:High"
"5340" "WE" "High" 0 "WE:High"
"5341" "WE" "Placebo" 1 "WE:Placebo"
"5342" "WE" "High" 0 "WE:High"
"5343" "WE" "Placebo" 0 "WE:Placebo"
"5344" "WE" "High" 0 "WE:High"
"5345" "WE" "Placebo" 1 "WE:Placebo"
"5346" "WE" "High" 0 "WE:High"
"5347" "WE" "Placebo" 0 "WE:Placebo"
"5348" "WE" "Placebo" 0 "WE:Placebo"
"5349" "WE" "Placebo" 1 "WE:Placebo"
"5350" "WE" "Placebo" 0 "WE:Placebo"
"5351" "WE" "High" 0 "WE:High"
"5352" "WE" "High" 1 "WE:High"
"5353" "WE" "High" 0 "WE:High"
"5354" "WE" "High" 1 "WE:High"
"5355" "WE" "High" 0 "WE:High"
"5356" "WE" "High" 0 "WE:High"
"5357" "WE" "High" 0 "WE:High"
"5358" "WE" "High" 0 "WE:High"
"5359" "WE" "High" 0 "WE:High"
"5360" "WE" "High" 0 "WE:High"
"5361" "WE" "High" 0 "WE:High"
"5362" "WE" "High" 0 "WE:High"
"5363" "NA" "High" 0 "NA:High"
"5364" "NA" "High" 0 "NA:High"
"5365" "NA" "High" 0 "NA:High"
"5366" "NA" "High" 0 "NA:High"
"5367" "NA" "High" 0 "NA:High"
"5368" "NA" "High" 0 "NA:High"
"5369" "NA" "High" 1 "NA:High"
"5370" "NA" "High" 0 "NA:High"
"5371" "NA" "High" 0 "NA:High"
"5372" "NA" "High" 0 "NA:High"
"5373" "NA" "High" 0 "NA:High"
"5374" "NA" "High" 0 "NA:High"
"5375" "NA" "High" 0 "NA:High"
"5376" "NA" "High" 0 "NA:High"
"5377" "WE" "Placebo" 0 "WE:Placebo"
"5378" "NA" "High" 0 "NA:High"
"5379" "WE" "Placebo" 0 "WE:Placebo"
"5380" "NA" "High" 0 "NA:High"
"5381" "NA" "High" 0 "NA:High"
"5382" "NA" "High" 0 "NA:High"
"5383" "WE" "Placebo" 0 "WE:Placebo"
"5384" "EE" "High" 0 "EE:High"
"5385" "WE" "Placebo" 0 "WE:Placebo"
"5386" "WE" "Placebo" 0 "WE:Placebo"
"5387" "WE" "Placebo" 0 "WE:Placebo"
"5388" "EE" "High" 1 "EE:High"
"5389" "EE" "High" 0 "EE:High"
"5390" "WE" "Placebo" 1 "WE:Placebo"
"5391" "WE" "Placebo" 0 "WE:Placebo"
"5392" "EE" "High" 0 "EE:High"
"5393" "WE" "Placebo" 0 "WE:Placebo"
"5394" "WE" "Placebo" 0 "WE:Placebo"
"5395" "EE" "High" 1 "EE:High"
"5396" "EE" "High" 0 "EE:High"
"5397" "WE" "Placebo" 0 "WE:Placebo"
"5398" "EE" "High" 0 "EE:High"
"5399" "WE" "Placebo" 0 "WE:Placebo"
"5400" "EE" "High" 0 "EE:High"
"5401" "WE" "Placebo" 1 "WE:Placebo"
"5402" "EE" "High" 0 "EE:High"
"5403" "WE" "Placebo" 0 "WE:Placebo"
"5404" "EE" "High" 1 "EE:High"
"5405" "WE" "Placebo" 0 "WE:Placebo"
"5406" "WE" "Placebo" 0 "WE:Placebo"
"5407" "WE" "Placebo" 0 "WE:Placebo"
"5408" "EE" "High" 0 "EE:High"
"5409" "EE" "High" 1 "EE:High"
"5410" "WE" "Placebo" 1 "WE:Placebo"
"5411" "EE" "High" 0 "EE:High"
"5412" "EE" "High" 0 "EE:High"
"5413" "EE" "High" 0 "EE:High"
"5414" "WE" "Placebo" 1 "WE:Placebo"
"5415" "WE" "Placebo" 0 "WE:Placebo"
"5416" "EE" "High" 0 "EE:High"
"5417" "EE" "High" 0 "EE:High"
"5418" "EE" "High" 0 "EE:High"
"5419" "WE" "Placebo" 0 "WE:Placebo"
"5420" "EE" "High" 0 "EE:High"
"5421" "WE" "Placebo" 0 "WE:Placebo"
"5422" "EE" "High" 0 "EE:High"
"5423" "WE" "Placebo" 0 "WE:Placebo"
"5424" "EE" "High" 0 "EE:High"
"5425" "EE" "High" 0 "EE:High"
"5426" "EE" "High" 0 "EE:High"
"5427" "EE" "High" 0 "EE:High"
"5428" "WE" "Placebo" 0 "WE:Placebo"
"5429" "WE" "Placebo" 0 "WE:Placebo"
"5430" "EE" "High" 0 "EE:High"
"5431" "WE" "Placebo" 0 "WE:Placebo"
"5432" "EE" "High" 0 "EE:High"
"5433" "EE" "High" 0 "EE:High"
"5434" "EE" "High" 0 "EE:High"
"5435" "WE" "Placebo" 0 "WE:Placebo"
"5436" "NA" "Placebo" 0 "NA:Placebo"
"5437" "NA" "Placebo" 1 "NA:Placebo"
"5438" "EE" "High" 0 "EE:High"
"5439" "NA" "Placebo" 0 "NA:Placebo"
"5440" "NA" "Placebo" 0 "NA:Placebo"
"5441" "NA" "Placebo" 0 "NA:Placebo"
"5442" "NA" "Placebo" 0 "NA:Placebo"
"5443" "NA" "Placebo" 0 "NA:Placebo"
"5444" "NA" "Placebo" 0 "NA:Placebo"
"5445" "NA" "Placebo" 0 "NA:Placebo"
"5446" "EE" "High" 1 "EE:High"
"5447" "NA" "Placebo" 0 "NA:Placebo"
"5448" "EE" "High" 0 "EE:High"
"5449" "EE" "High" 0 "EE:High"
"5450" "EE" "High" 0 "EE:High"
"5451" "NA" "Placebo" 0 "NA:Placebo"
"5452" "EE" "High" 0 "EE:High"
"5453" "NA" "Placebo" 0 "NA:Placebo"
"5454" "EE" "High" 0 "EE:High"
"5455" "EE" "High" 0 "EE:High"
"5456" "NA" "Placebo" 0 "NA:Placebo"
"5457" "EE" "High" 0 "EE:High"
"5458" "EE" "High" 0 "EE:High"
"5459" "EE" "High" 0 "EE:High"
"5460" "NA" "Placebo" 0 "NA:Placebo"
"5461" "NA" "Placebo" 0 "NA:Placebo"
"5462" "EE" "High" 0 "EE:High"
"5463" "EE" "High" 0 "EE:High"
"5464" "NA" "Placebo" 0 "NA:Placebo"
"5465" "NA" "Placebo" 0 "NA:Placebo"
"5466" "EE" "High" 0 "EE:High"
"5467" "NA" "Placebo" 1 "NA:Placebo"
"5468" "EE" "High" 0 "EE:High"
"5469" "NA" "Placebo" 0 "NA:Placebo"
"5470" "NA" "Placebo" 1 "NA:Placebo"
"5471" "NA" "Placebo" 0 "NA:Placebo"
"5472" "EE" "High" 1 "EE:High"
"5473" "EE" "High" 0 "EE:High"
"5474" "NA" "Placebo" 0 "NA:Placebo"
"5475" "EE" "High" 0 "EE:High"
"5476" "EE" "High" 0 "EE:High"
"5477" "NA" "Placebo" 1 "NA:Placebo"
"5478" "NA" "Placebo" 0 "NA:Placebo"
"5479" "EE" "High" 0 "EE:High"
"5480" "EE" "High" 0 "EE:High"
"5481" "EE" "High" 0 "EE:High"
"5482" "NA" "Placebo" 0 "NA:Placebo"
"5483" "EE" "High" 0 "EE:High"
"5484" "EE" "High" 0 "EE:High"
"5485" "NA" "Placebo" 0 "NA:Placebo"
"5486" "NA" "Placebo" 0 "NA:Placebo"
"5487" "NA" "Placebo" 0 "NA:Placebo"
"5488" "EE" "High" 0 "EE:High"
"5489" "NA" "Placebo" 0 "NA:Placebo"
"5490" "NA" "High" 0 "NA:High"
"5491" "NA" "Placebo" 0 "NA:Placebo"
"5492" "WE" "Placebo" 0 "WE:Placebo"
"5493" "NA" "High" 0 "NA:High"
"5494" "NA" "High" 0 "NA:High"
"5495" "WE" "Placebo" 0 "WE:Placebo"
"5496" "WE" "Placebo" 1 "WE:Placebo"
"5497" "NA" "High" 0 "NA:High"
"5498" "NA" "High" 0 "NA:High"
"5499" "WE" "Placebo" 0 "WE:Placebo"
"5500" "NA" "High" 0 "NA:High"
"5501" "NA" "High" 0 "NA:High"
"5502" "WE" "Placebo" 0 "WE:Placebo"
"5503" "WE" "Placebo" 0 "WE:Placebo"
"5504" "NA" "High" 1 "NA:High"
"5505" "NA" "High" 0 "NA:High"
"5506" "NA" "High" 0 "NA:High"
"5507" "WE" "Placebo" 0 "WE:Placebo"
"5508" "NA" "High" 1 "NA:High"
"5509" "NA" "High" 0 "NA:High"
"5510" "NA" "High" 0 "NA:High"
"5511" "WE" "Placebo" 0 "WE:Placebo"
"5512" "WE" "Placebo" 0 "WE:Placebo"
"5513" "NA" "High" 0 "NA:High"
"5514" "WE" "Placebo" 1 "WE:Placebo"
"5515" "NA" "High" 0 "NA:High"
"5516" "NA" "High" 0 "NA:High"
"5517" "WE" "Placebo" 1 "WE:Placebo"
"5518" "NA" "High" 0 "NA:High"
"5519" "NA" "High" 1 "NA:High"
"5520" "WE" "Placebo" 0 "WE:Placebo"
"5521" "NA" "High" 1 "NA:High"
"5522" "NA" "High" 0 "NA:High"
"5523" "NA" "High" 0 "NA:High"
"5524" "NA" "High" 0 "NA:High"
"5525" "NA" "High" 0 "NA:High"
"5526" "NA" "High" 0 "NA:High"
"5527" "NA" "High" 0 "NA:High"
"5528" "WE" "Placebo" 0 "WE:Placebo"
"5529" "EE" "High" 0 "EE:High"
"5530" "EE" "High" 1 "EE:High"
"5531" "EE" "High" 0 "EE:High"
"5532" "WE" "Placebo" 0 "WE:Placebo"
"5533" "WE" "Placebo" 0 "WE:Placebo"
"5534" "EE" "High" 1 "EE:High"
"5535" "WE" "Placebo" 0 "WE:Placebo"
"5536" "WE" "Placebo" 1 "WE:Placebo"
"5537" "WE" "Placebo" 0 "WE:Placebo"
"5538" "WE" "Placebo" 0 "WE:Placebo"
"5539" "WE" "Placebo" 0 "WE:Placebo"
"5540" "EE" "High" 0 "EE:High"
"5541" "WE" "Placebo" 0 "WE:Placebo"
"5542" "WE" "Placebo" 0 "WE:Placebo"
"5543" "WE" "Placebo" 0 "WE:Placebo"
"5544" "EE" "High" 0 "EE:High"
"5545" "EE" "High" 1 "EE:High"
"5546" "EE" "High" 0 "EE:High"
"5547" "EE" "High" 1 "EE:High"
"5548" "EE" "High" 0 "EE:High"
"5549" "EE" "High" 0 "EE:High"
"5550" "EE" "High" 0 "EE:High"
"5551" "EE" "High" 0 "EE:High"
"5552" "EE" "High" 0 "EE:High"
"5553" "EE" "High" 0 "EE:High"
"5554" "EE" "High" 0 "EE:High"
"5555" "EE" "High" 0 "EE:High"
"5556" "EE" "High" 0 "EE:High"
"5557" "EE" "High" 0 "EE:High"
"5558" "EE" "High" 0 "EE:High"
"5559" "EE" "High" 0 "EE:High"
"5560" "EE" "High" 0 "EE:High"
"5561" "EE" "High" 1 "EE:High"
"5562" "EE" "High" 0 "EE:High"
"5563" "WE" "Placebo" 0 "WE:Placebo"
"5564" "WE" "Placebo" 0 "WE:Placebo"
"5565" "EE" "High" 0 "EE:High"
"5566" "WE" "Placebo" 0 "WE:Placebo"
"5567" "EE" "High" 0 "EE:High"
"5568" "EE" "High" 0 "EE:High"
"5569" "EE" "High" 0 "EE:High"
"5570" "WE" "Placebo" 0 "WE:Placebo"
"5571" "WE" "High" 0 "WE:High"
"5572" "WE" "Placebo" 0 "WE:Placebo"
"5573" "WE" "High" 0 "WE:High"
"5574" "WE" "Placebo" 0 "WE:Placebo"
"5575" "WE" "Placebo" 0 "WE:Placebo"
"5576" "WE" "Placebo" 0 "WE:Placebo"
"5577" "WE" "Placebo" 0 "WE:Placebo"
"5578" "NA" "Placebo" 1 "NA:Placebo"
"5579" "NA" "Placebo" 0 "NA:Placebo"
"5580" "NA" "Placebo" 0 "NA:Placebo"
"5581" "NA" "Placebo" 0 "NA:Placebo"
"5582" "NA" "Placebo" 1 "NA:Placebo"
"5583" "WE" "High" 0 "WE:High"
"5584" "NA" "Placebo" 1 "NA:Placebo"
"5585" "NA" "Placebo" 1 "NA:Placebo"
"5586" "WE" "High" 0 "WE:High"
"5587" "WE" "High" 0 "WE:High"
"5588" "NA" "Placebo" 1 "NA:Placebo"
"5589" "NA" "Placebo" 0 "NA:Placebo"
"5590" "NA" "Placebo" 0 "NA:Placebo"
"5591" "NA" "Placebo" 0 "NA:Placebo"
"5592" "NA" "Placebo" 0 "NA:Placebo"
"5593" "WE" "High" 1 "WE:High"
"5594" "WE" "High" 0 "WE:High"
"5595" "WE" "High" 0 "WE:High"
"5596" "NA" "Placebo" 0 "NA:Placebo"
"5597" "WE" "High" 0 "WE:High"
"5598" "WE" "High" 1 "WE:High"
"5599" "WE" "High" 0 "WE:High"
"5600" "WE" "High" 0 "WE:High"
"5601" "NA" "Placebo" 0 "NA:Placebo"
"5602" "WE" "High" 1 "WE:High"
"5603" "WE" "High" 0 "WE:High"
"5604" "WE" "High" 1 "WE:High"
"5605" "NA" "Placebo" 0 "NA:Placebo"
"5606" "WE" "High" 0 "WE:High"
"5607" "NA" "Placebo" 0 "NA:Placebo"
"5608" "WE" "High" 0 "WE:High"
"5609" "NA" "Placebo" 0 "NA:Placebo"
"5610" "WE" "High" 0 "WE:High"
"5611" "NA" "Placebo" 0 "NA:Placebo"
"5612" "WE" "High" 0 "WE:High"
"5613" "NA" "Placebo" 0 "NA:Placebo"
"5614" "NA" "Placebo" 0 "NA:Placebo"
"5615" "NA" "Placebo" 0 "NA:Placebo"
"5616" "WE" "High" 0 "WE:High"
"5617" "NA" "Placebo" 0 "NA:Placebo"
"5618" "WE" "High" 0 "WE:High"
"5619" "WE" "High" 0 "WE:High"
"5620" "WE" "High" 0 "WE:High"
"5621" "NA" "High" 0 "NA:High"
"5622" "NA" "Placebo" 0 "NA:Placebo"
"5623" "WE" "Placebo" 0 "WE:Placebo"
"5624" "WE" "Placebo" 0 "WE:Placebo"
"5625" "WE" "Placebo" 0 "WE:Placebo"
"5626" "NA" "High" 1 "NA:High"
"5627" "WE" "Placebo" 0 "WE:Placebo"
"5628" "WE" "Placebo" 0 "WE:Placebo"
"5629" "WE" "Placebo" 1 "WE:Placebo"
"5630" "NA" "High" 0 "NA:High"
"5631" "NA" "High" 0 "NA:High"
"5632" "NA" "High" 1 "NA:High"
"5633" "NA" "High" 0 "NA:High"
"5634" "WE" "Placebo" 0 "WE:Placebo"
"5635" "WE" "Placebo" 0 "WE:Placebo"
"5636" "NA" "High" 0 "NA:High"
"5637" "WE" "Placebo" 0 "WE:Placebo"
"5638" "WE" "Placebo" 0 "WE:Placebo"
"5639" "NA" "High" 0 "NA:High"
"5640" "NA" "High" 0 "NA:High"
"5641" "NA" "High" 0 "NA:High"
"5642" "WE" "Placebo" 0 "WE:Placebo"
"5643" "WE" "Placebo" 0 "WE:Placebo"
"5644" "WE" "Placebo" 0 "WE:Placebo"
"5645" "NA" "High" 0 "NA:High"
"5646" "NA" "High" 0 "NA:High"
"5647" "WE" "Placebo" 0 "WE:Placebo"
"5648" "WE" "Placebo" 0 "WE:Placebo"
"5649" "NA" "High" 0 "NA:High"
"5650" "WE" "Placebo" 0 "WE:Placebo"
"5651" "WE" "Placebo" 0 "WE:Placebo"
