"Region" "Treat" "X" "RegionTreat"
"619" "EE" "High" 0 "EE:High"
"620" "EE" "High" 0 "EE:High"
"621" "EE" "High" 0 "EE:High"
"622" "EE" "High" 0 "EE:High"
"623" "EE" "High" 0 "EE:High"
"624" "EE" "High" 1 "EE:High"
"625" "WE" "Placebo" 0 "WE:Placebo"
"626" "EE" "High" 0 "EE:High"
"627" "EE" "High" 0 "EE:High"
"628" "WE" "Placebo" 0 "WE:Placebo"
"629" "EE" "High" 0 "EE:High"
"630" "EE" "High" 0 "EE:High"
"631" "EE" "High" 0 "EE:High"
"632" "WE" "Placebo" 0 "WE:Placebo"
"633" "EE" "High" 0 "EE:High"
"634" "EE" "High" 0 "EE:High"
"635" "EE" "High" 0 "EE:High"
"636" "WE" "Placebo" 1 "WE:Placebo"
"637" "EE" "High" 0 "EE:High"
"638" "EE" "High" 0 "EE:High"
"639" "WE" "Placebo" 1 "WE:Placebo"
"640" "EE" "High" 0 "EE:High"
"641" "EE" "High" 1 "EE:High"
"642" "EE" "High" 0 "EE:High"
"643" "WE" "Placebo" 0 "WE:Placebo"
"644" "EE" "High" 0 "EE:High"
"645" "EE" "High" 0 "EE:High"
"646" "EE" "High" 0 "EE:High"
"647" "EE" "High" 0 "EE:High"
"648" "EE" "High" 1 "EE:High"
"649" "WE" "Placebo" 1 "WE:Placebo"
"650" "EE" "High" 0 "EE:High"
"651" "NA" "Placebo" 0 "NA:Placebo"
"652" "EE" "High" 0 "EE:High"
"653" "EE" "High" 0 "EE:High"
"654" "NA" "Placebo" 0 "NA:Placebo"
"655" "NA" "Placebo" 1 "NA:Placebo"
"656" "NA" "Placebo" 0 "NA:Placebo"
"657" "NA" "Placebo" 0 "NA:Placebo"
"658" "NA" "Placebo" 0 "NA:Placebo"
"659" "NA" "High" 0 "NA:High"
"660" "NA" "High" 0 "NA:High"
"661" "NA" "High" 0 "NA:High"
"662" "NA" "Placebo" 0 "NA:Placebo"
"663" "NA" "High" 0 "NA:High"
"664" "NA" "Placebo" 0 "NA:Placebo"
"665" "NA" "Placebo" 1 "NA:Placebo"
"666" "NA" "Placebo" 0 "NA:Placebo"
"667" "NA" "Placebo" 0 "NA:Placebo"
"668" "NA" "High" 0 "NA:High"
"669" "NA" "Placebo" 0 "NA:Placebo"
"670" "NA" "Placebo" 0 "NA:Placebo"
"671" "NA" "Placebo" 0 "NA:Placebo"
"672" "NA" "Placebo" 0 "NA:Placebo"
"673" "NA" "High" 0 "NA:High"
"674" "NA" "Placebo" 0 "NA:Placebo"
"675" "NA" "Placebo" 0 "NA:Placebo"
"676" "NA" "Placebo" 0 "NA:Placebo"
"677" "NA" "Placebo" 0 "NA:Placebo"
"678" "NA" "Placebo" 0 "NA:Placebo"
"679" "NA" "Placebo" 0 "NA:Placebo"
"680" "NA" "High" 0 "NA:High"
"681" "NA" "High" 1 "NA:High"
"682" "NA" "Placebo" 0 "NA:Placebo"
"683" "NA" "High" 0 "NA:High"
"684" "NA" "High" 0 "NA:High"
"685" "NA" "High" 0 "NA:High"
"686" "NA" "High" 0 "NA:High"
"687" "NA" "High" 0 "NA:High"
"688" "NA" "High" 0 "NA:High"
"689" "NA" "High" 0 "NA:High"
"690" "NA" "High" 0 "NA:High"
"691" "NA" "High" 0 "NA:High"
"692" "NA" "High" 0 "NA:High"
"693" "LA" "High" 0 "LA:High"
"694" "LA" "High" 0 "LA:High"
"695" "LA" "High" 0 "LA:High"
"696" "LA" "High" 0 "LA:High"
"697" "LA" "High" 0 "LA:High"
"698" "LA" "High" 0 "LA:High"
"699" "LA" "High" 0 "LA:High"
"700" "LA" "High" 0 "LA:High"
"701" "LA" "High" 0 "LA:High"
"702" "LA" "High" 0 "LA:High"
"703" "LA" "High" 0 "LA:High"
"704" "LA" "High" 0 "LA:High"
"705" "LA" "High" 0 "LA:High"
"706" "LA" "High" 0 "LA:High"
"707" "LA" "High" 0 "LA:High"
"708" "LA" "High" 0 "LA:High"
"709" "LA" "High" 0 "LA:High"
"710" "LA" "High" 0 "LA:High"
"711" "LA" "High" 1 "LA:High"
"712" "LA" "High" 0 "LA:High"
"713" "LA" "High" 0 "LA:High"
"714" "LA" "High" 0 "LA:High"
"715" "LA" "High" 1 "LA:High"
"716" "LA" "High" 0 "LA:High"
"717" "LA" "High" 0 "LA:High"
"718" "LA" "High" 0 "LA:High"
"719" "LA" "High" 0 "LA:High"
"720" "LA" "High" 0 "LA:High"
"721" "LA" "High" 0 "LA:High"
"722" "LA" "High" 0 "LA:High"
"723" "LA" "High" 1 "LA:High"
"724" "LA" "High" 0 "LA:High"
"725" "LA" "High" 0 "LA:High"
"726" "LA" "High" 0 "LA:High"
"727" "LA" "High" 0 "LA:High"
"728" "WE" "High" 0 "WE:High"
"729" "WE" "High" 0 "WE:High"
"730" "WE" "High" 0 "WE:High"
"731" "WE" "High" 0 "WE:High"
"732" "WE" "High" 0 "WE:High"
"733" "LA" "Placebo" 1 "LA:Placebo"
"734" "LA" "Placebo" 0 "LA:Placebo"
"735" "WE" "High" 0 "WE:High"
"736" "WE" "High" 1 "WE:High"
"737" "LA" "Placebo" 0 "LA:Placebo"
"738" "LA" "Placebo" 0 "LA:Placebo"
"739" "WE" "High" 0 "WE:High"
"740" "WE" "High" 0 "WE:High"
"741" "WE" "High" 0 "WE:High"
"742" "WE" "High" 0 "WE:High"
"743" "WE" "High" 0 "WE:High"
"744" "WE" "High" 0 "WE:High"
"745" "WE" "High" 0 "WE:High"
"746" "WE" "High" 1 "WE:High"
"747" "WE" "High" 0 "WE:High"
"748" "WE" "High" 0 "WE:High"
"749" "WE" "High" 0 "WE:High"
"750" "WE" "High" 0 "WE:High"
"751" "LA" "Placebo" 0 "LA:Placebo"
"752" "WE" "High" 0 "WE:High"
"753" "LA" "Placebo" 1 "LA:Placebo"
"754" "WE" "High" 1 "WE:High"
"755" "WE" "High" 0 "WE:High"
"756" "LA" "Placebo" 0 "LA:Placebo"
"757" "LA" "Placebo" 0 "LA:Placebo"
"758" "WE" "High" 0 "WE:High"
"759" "WE" "High" 0 "WE:High"
"760" "WE" "High" 0 "WE:High"
"761" "LA" "Placebo" 0 "LA:Placebo"
"762" "LA" "Placebo" 0 "LA:Placebo"
"763" "LA" "Placebo" 0 "LA:Placebo"
"764" "LA" "Placebo" 0 "LA:Placebo"
"765" "LA" "Placebo" 0 "LA:Placebo"
"766" "LA" "Placebo" 0 "LA:Placebo"
"767" "LA" "Placebo" 0 "LA:Placebo"
"768" "LA" "Placebo" 1 "LA:Placebo"
"769" "NA" "High" 0 "NA:High"
"770" "LA" "Placebo" 0 "LA:Placebo"
"771" "LA" "Placebo" 0 "LA:Placebo"
"772" "LA" "Placebo" 0 "LA:Placebo"
"773" "NA" "High" 0 "NA:High"
"774" "NA" "High" 0 "NA:High"
"775" "NA" "High" 0 "NA:High"
"776" "NA" "High" 0 "NA:High"
"777" "NA" "High" 0 "NA:High"
"778" "LA" "Placebo" 0 "LA:Placebo"
"779" "LA" "Placebo" 0 "LA:Placebo"
"780" "NA" "High" 0 "NA:High"
"781" "NA" "High" 0 "NA:High"
"782" "LA" "Placebo" 0 "LA:Placebo"
"783" "NA" "High" 0 "NA:High"
"784" "NA" "High" 0 "NA:High"
"785" "NA" "High" 0 "NA:High"
"786" "LA" "Placebo" 0 "LA:Placebo"
"787" "NA" "High" 0 "NA:High"
"788" "NA" "High" 0 "NA:High"
"789" "NA" "High" 1 "NA:High"
"790" "NA" "High" 0 "NA:High"
"791" "LA" "Placebo" 0 "LA:Placebo"
"792" "NA" "High" 0 "NA:High"
"793" "NA" "High" 0 "NA:High"
"794" "LA" "Placebo" 0 "LA:Placebo"
"795" "NA" "High" 0 "NA:High"
"796" "NA" "High" 0 "NA:High"
"797" "WE" "High" 0 "WE:High"
"798" "WE" "High" 0 "WE:High"
"799" "WE" "High" 0 "WE:High"
"800" "WE" "High" 0 "WE:High"
"801" "LA" "Placebo" 0 "LA:Placebo"
"802" "WE" "High" 0 "WE:High"
"803" "LA" "Placebo" 0 "LA:Placebo"
"804" "LA" "Placebo" 0 "LA:Placebo"
"805" "WE" "High" 0 "WE:High"
"806" "WE" "High" 0 "WE:High"
"807" "WE" "High" 0 "WE:High"
"808" "WE" "Placebo" 0 "WE:Placebo"
"809" "WE" "High" 0 "WE:High"
"810" "WE" "Placebo" 0 "WE:Placebo"
"811" "WE" "High" 0 "WE:High"
"812" "WE" "High" 0 "WE:High"
"813" "WE" "High" 0 "WE:High"
"814" "WE" "High" 1 "WE:High"
"815" "WE" "High" 0 "WE:High"
"816" "WE" "High" 0 "WE:High"
"817" "WE" "High" 1 "WE:High"
"818" "WE" "High" 1 "WE:High"
"819" "WE" "Placebo" 0 "WE:Placebo"
"820" "WE" "High" 0 "WE:High"
"821" "WE" "High" 0 "WE:High"
"822" "WE" "Placebo" 0 "WE:Placebo"
"823" "WE" "Placebo" 0 "WE:Placebo"
"824" "NA" "High" 0 "NA:High"
"825" "NA" "High" 0 "NA:High"
"826" "NA" "High" 0 "NA:High"
"827" "EE" "High" 0 "EE:High"
"828" "EE" "High" 0 "EE:High"
"829" "EE" "High" 0 "EE:High"
"830" "EE" "High" 0 "EE:High"
"831" "EE" "High" 0 "EE:High"
"832" "EE" "High" 0 "EE:High"
"833" "EE" "High" 0 "EE:High"
"834" "LA" "Placebo" 0 "LA:Placebo"
"835" "EE" "High" 0 "EE:High"
"836" "LA" "Placebo" 0 "LA:Placebo"
"837" "EE" "High" 0 "EE:High"
"838" "LA" "Placebo" 1 "LA:Placebo"
"839" "EE" "High" 1 "EE:High"
"840" "LA" "Placebo" 0 "LA:Placebo"
"841" "LA" "Placebo" 0 "LA:Placebo"
"842" "LA" "Placebo" 0 "LA:Placebo"
"843" "LA" "Placebo" 0 "LA:Placebo"
"844" "EE" "High" 0 "EE:High"
"845" "LA" "Placebo" 0 "LA:Placebo"
"846" "EE" "High" 0 "EE:High"
"847" "EE" "High" 0 "EE:High"
"848" "EE" "High" 0 "EE:High"
"849" "LA" "Placebo" 0 "LA:Placebo"
"850" "EE" "High" 0 "EE:High"
"851" "EE" "High" 1 "EE:High"
"852" "EE" "High" 0 "EE:High"
"853" "WE" "Placebo" 0 "WE:Placebo"
"854" "WE" "Placebo" 0 "WE:Placebo"
"855" "WE" "Placebo" 0 "WE:Placebo"
"856" "WE" "Placebo" 0 "WE:Placebo"
"857" "EE" "High" 0 "EE:High"
"858" "WE" "Placebo" 0 "WE:Placebo"
"859" "WE" "Placebo" 0 "WE:Placebo"
"860" "EE" "High" 0 "EE:High"
"861" "EE" "High" 0 "EE:High"
"862" "WE" "Placebo" 0 "WE:Placebo"
"863" "WE" "Placebo" 0 "WE:Placebo"
"864" "EE" "High" 0 "EE:High"
"865" "WE" "Placebo" 0 "WE:Placebo"
"866" "EE" "High" 0 "EE:High"
"867" "WE" "Placebo" 0 "WE:Placebo"
"868" "EE" "High" 0 "EE:High"
"869" "EE" "High" 0 "EE:High"
"870" "LA" "Placebo" 0 "LA:Placebo"
"871" "LA" "Placebo" 0 "LA:Placebo"
"872" "NA" "High" 0 "NA:High"
"873" "NA" "High" 0 "NA:High"
"874" "NA" "High" 0 "NA:High"
"875" "NA" "High" 0 "NA:High"
"876" "NA" "High" 0 "NA:High"
"877" "NA" "High" 1 "NA:High"
"878" "LA" "Placebo" 0 "LA:Placebo"
"879" "LA" "Placebo" 0 "LA:Placebo"
"880" "LA" "Placebo" 0 "LA:Placebo"
"881" "LA" "Placebo" 0 "LA:Placebo"
"882" "NA" "High" 0 "NA:High"
"883" "LA" "Placebo" 0 "LA:Placebo"
"884" "NA" "High" 0 "NA:High"
"885" "NA" "High" 0 "NA:High"
"886" "NA" "High" 0 "NA:High"
"887" "NA" "High" 0 "NA:High"
"888" "EE" "Placebo" 0 "EE:Placebo"
"889" "EE" "Placebo" 0 "EE:Placebo"
"890" "NA" "High" 0 "NA:High"
"891" "EE" "Placebo" 0 "EE:Placebo"
"892" "NA" "High" 0 "NA:High"
"893" "EE" "Placebo" 0 "EE:Placebo"
"894" "EE" "Placebo" 0 "EE:Placebo"
"895" "NA" "High" 0 "NA:High"
"896" "NA" "High" 0 "NA:High"
"897" "NA" "High" 0 "NA:High"
"898" "EE" "Placebo" 0 "EE:Placebo"
"899" "NA" "High" 0 "NA:High"
"900" "NA" "High" 0 "NA:High"
"901" "NA" "High" 0 "NA:High"
"902" "NA" "High" 0 "NA:High"
"903" "NA" "High" 0 "NA:High"
"904" "EE" "Placebo" 0 "EE:Placebo"
"905" "EE" "Placebo" 1 "EE:Placebo"
"906" "EE" "Placebo" 0 "EE:Placebo"
"907" "EE" "Placebo" 0 "EE:Placebo"
"908" "EE" "Placebo" 0 "EE:Placebo"
"909" "NA" "High" 0 "NA:High"
"910" "LA" "High" 0 "LA:High"
"911" "LA" "High" 0 "LA:High"
"912" "EE" "Placebo" 0 "EE:Placebo"
"913" "EE" "Placebo" 0 "EE:Placebo"
"914" "LA" "High" 1 "LA:High"
"915" "LA" "High" 1 "LA:High"
"916" "LA" "High" 0 "LA:High"
"917" "EE" "Placebo" 0 "EE:Placebo"
"918" "EE" "Placebo" 0 "EE:Placebo"
"919" "EE" "Placebo" 0 "EE:Placebo"
"920" "EE" "Placebo" 0 "EE:Placebo"
"921" "EE" "Placebo" 0 "EE:Placebo"
"922" "LA" "High" 0 "LA:High"
"923" "EE" "Placebo" 0 "EE:Placebo"
"924" "LA" "High" 0 "LA:High"
"925" "LA" "High" 0 "LA:High"
"926" "EE" "Placebo" 0 "EE:Placebo"
"927" "LA" "High" 1 "LA:High"
"928" "LA" "High" 0 "LA:High"
"929" "EE" "Placebo" 0 "EE:Placebo"
"930" "EE" "Placebo" 1 "EE:Placebo"
"931" "LA" "High" 0 "LA:High"
"932" "LA" "High" 0 "LA:High"
"933" "EE" "Placebo" 0 "EE:Placebo"
"934" "LA" "High" 1 "LA:High"
"935" "EE" "Placebo" 0 "EE:Placebo"
"936" "LA" "High" 1 "LA:High"
"937" "LA" "High" 1 "LA:High"
"938" "EE" "Placebo" 0 "EE:Placebo"
"939" "EE" "Placebo" 0 "EE:Placebo"
"940" "EE" "Placebo" 1 "EE:Placebo"
"941" "NA" "High" 0 "NA:High"
"942" "EE" "Placebo" 0 "EE:Placebo"
"943" "EE" "Placebo" 0 "EE:Placebo"
"944" "NA" "High" 0 "NA:High"
"945" "NA" "High" 0 "NA:High"
"946" "EE" "Placebo" 1 "EE:Placebo"
"947" "NA" "High" 0 "NA:High"
"948" "NA" "High" 1 "NA:High"
"949" "EE" "Placebo" 0 "EE:Placebo"
"950" "NA" "High" 1 "NA:High"
"951" "NA" "High" 0 "NA:High"
"952" "EE" "Placebo" 1 "EE:Placebo"
"953" "NA" "High" 0 "NA:High"
"954" "LA" "Placebo" 0 "LA:Placebo"
"955" "NA" "High" 0 "NA:High"
"956" "LA" "Placebo" 0 "LA:Placebo"
"957" "LA" "Placebo" 0 "LA:Placebo"
"958" "NA" "High" 0 "NA:High"
"959" "NA" "High" 0 "NA:High"
"960" "NA" "High" 0 "NA:High"
"961" "LA" "Placebo" 0 "LA:Placebo"
"962" "LA" "Placebo" 0 "LA:Placebo"
"963" "NA" "High" 0 "NA:High"
"964" "NA" "High" 0 "NA:High"
"965" "NA" "High" 1 "NA:High"
"966" "LA" "Placebo" 0 "LA:Placebo"
"967" "LA" "Placebo" 1 "LA:Placebo"
"968" "LA" "Placebo" 0 "LA:Placebo"
"969" "LA" "Placebo" 1 "LA:Placebo"
"970" "LA" "Placebo" 1 "LA:Placebo"
"971" "LA" "Placebo" 0 "LA:Placebo"
"972" "LA" "Placebo" 1 "LA:Placebo"
"973" "NA" "High" 0 "NA:High"
"974" "NA" "High" 0 "NA:High"
"975" "LA" "Placebo" 0 "LA:Placebo"
"976" "NA" "High" 0 "NA:High"
"977" "LA" "Placebo" 0 "LA:Placebo"
"978" "NA" "High" 0 "NA:High"
"979" "LA" "Placebo" 0 "LA:Placebo"
"980" "LA" "Placebo" 0 "LA:Placebo"
"981" "NA" "High" 0 "NA:High"
"982" "NA" "High" 1 "NA:High"
"983" "LA" "Placebo" 0 "LA:Placebo"
"984" "LA" "Placebo" 0 "LA:Placebo"
"985" "LA" "Placebo" 0 "LA:Placebo"
"986" "NA" "High" 0 "NA:High"
"987" "LA" "Placebo" 0 "LA:Placebo"
"988" "LA" "Placebo" 0 "LA:Placebo"
"989" "NA" "High" 0 "NA:High"
"990" "NA" "High" 0 "NA:High"
"991" "NA" "High" 0 "NA:High"
"992" "LA" "Placebo" 0 "LA:Placebo"
"993" "NA" "High" 0 "NA:High"
"994" "NA" "High" 0 "NA:High"
"995" "NA" "High" 0 "NA:High"
"996" "NA" "High" 0 "NA:High"
"997" "WE" "High" 0 "WE:High"
"998" "WE" "High" 0 "WE:High"
"999" "WE" "High" 1 "WE:High"
"1000" "WE" "High" 0 "WE:High"
"1001" "WE" "High" 0 "WE:High"
"1002" "WE" "High" 0 "WE:High"
"1003" "WE" "High" 0 "WE:High"
"1004" "WE" "High" 0 "WE:High"
"1005" "WE" "High" 1 "WE:High"
"1006" "WE" "High" 0 "WE:High"
"1007" "WE" "High" 0 "WE:High"
"1008" "WE" "High" 0 "WE:High"
"1009" "WE" "High" 0 "WE:High"
"1010" "WE" "High" 0 "WE:High"
"1011" "WE" "High" 1 "WE:High"
"1012" "WE" "High" 0 "WE:High"
"1013" "WE" "High" 0 "WE:High"
"1014" "WE" "High" 0 "WE:High"
"1015" "WE" "High" 0 "WE:High"
"1016" "WE" "High" 1 "WE:High"
"1017" "WE" "High" 0 "WE:High"
"1018" "WE" "High" 0 "WE:High"
"1019" "WE" "High" 0 "WE:High"
"1020" "WE" "High" 0 "WE:High"
"1021" "WE" "High" 0 "WE:High"
"1022" "WE" "High" 0 "WE:High"
"1023" "WE" "High" 0 "WE:High"
"1024" "WE" "High" 0 "WE:High"
"1025" "WE" "High" 0 "WE:High"
"1026" "WE" "High" 0 "WE:High"
"1027" "WE" "High" 0 "WE:High"
"1028" "WE" "High" 0 "WE:High"
"1029" "WE" "High" 0 "WE:High"
"1030" "WE" "High" 0 "WE:High"
"1031" "WE" "High" 0 "WE:High"
"1032" "WE" "High" 0 "WE:High"
"1033" "NA" "High" 0 "NA:High"
"1034" "NA" "High" 0 "NA:High"
"1035" "NA" "High" 0 "NA:High"
"1036" "NA" "High" 0 "NA:High"
"1037" "NA" "High" 0 "NA:High"
"1038" "NA" "High" 0 "NA:High"
"1039" "NA" "High" 0 "NA:High"
"1040" "NA" "Placebo" 0 "NA:Placebo"
"1041" "NA" "High" 0 "NA:High"
"1042" "NA" "Placebo" 0 "NA:Placebo"
"1043" "NA" "High" 0 "NA:High"
"1044" "NA" "High" 0 "NA:High"
"1045" "NA" "High" 0 "NA:High"
"1046" "NA" "Placebo" 1 "NA:Placebo"
"1047" "NA" "Placebo" 0 "NA:Placebo"
"1048" "NA" "High" 0 "NA:High"
"1049" "NA" "High" 0 "NA:High"
"1050" "NA" "High" 0 "NA:High"
"1051" "NA" "High" 0 "NA:High"
"1052" "NA" "High" 0 "NA:High"
"1053" "NA" "High" 0 "NA:High"
"1054" "EE" "High" 0 "EE:High"
"1055" "NA" "Placebo" 0 "NA:Placebo"
"1056" "EE" "High" 0 "EE:High"
"1057" "EE" "High" 0 "EE:High"
"1058" "EE" "High" 0 "EE:High"
"1059" "NA" "Placebo" 0 "NA:Placebo"
"1060" "NA" "Placebo" 0 "NA:Placebo"
"1061" "EE" "High" 0 "EE:High"
"1062" "EE" "High" 0 "EE:High"
"1063" "EE" "High" 0 "EE:High"
"1064" "EE" "High" 0 "EE:High"
"1065" "EE" "High" 0 "EE:High"
"1066" "EE" "High" 0 "EE:High"
"1067" "EE" "High" 1 "EE:High"
"1068" "NA" "Placebo" 0 "NA:Placebo"
"1069" "EE" "High" 0 "EE:High"
"1070" "EE" "High" 1 "EE:High"
"1071" "EE" "High" 1 "EE:High"
"1072" "NA" "Placebo" 0 "NA:Placebo"
"1073" "EE" "High" 0 "EE:High"
"1074" "EE" "High" 0 "EE:High"
"1075" "NA" "Placebo" 0 "NA:Placebo"
"1076" "NA" "Placebo" 0 "NA:Placebo"
"1077" "NA" "Placebo" 0 "NA:Placebo"
"1078" "NA" "Placebo" 0 "NA:Placebo"
"1079" "EE" "High" 0 "EE:High"
"1080" "NA" "Placebo" 0 "NA:Placebo"
"1081" "NA" "Placebo" 0 "NA:Placebo"
"1082" "NA" "Placebo" 0 "NA:Placebo"
"1083" "NA" "Placebo" 0 "NA:Placebo"
"1084" "EE" "High" 0 "EE:High"
"1085" "EE" "High" 0 "EE:High"
"1086" "EE" "High" 0 "EE:High"
"1087" "NA" "Placebo" 0 "NA:Placebo"
"1088" "NA" "Placebo" 0 "NA:Placebo"
"1089" "EE" "High" 1 "EE:High"
"1090" "NA" "Placebo" 0 "NA:Placebo"
"1091" "EE" "High" 0 "EE:High"
"1092" "EE" "High" 1 "EE:High"
"1093" "EE" "High" 0 "EE:High"
"1094" "EE" "High" 0 "EE:High"
"1095" "NA" "Placebo" 0 "NA:Placebo"
"1096" "NA" "Placebo" 0 "NA:Placebo"
"1097" "NA" "High" 0 "NA:High"
"1098" "NA" "High" 0 "NA:High"
"1099" "NA" "Placebo" 0 "NA:Placebo"
"1100" "NA" "High" 0 "NA:High"
"1101" "NA" "Placebo" 0 "NA:Placebo"
"1102" "NA" "Placebo" 0 "NA:Placebo"
"1103" "NA" "High" 0 "NA:High"
"1104" "NA" "High" 1 "NA:High"
"1105" "LA" "Placebo" 0 "LA:Placebo"
"1106" "LA" "Placebo" 0 "LA:Placebo"
"1107" "NA" "High" 0 "NA:High"
"1108" "NA" "High" 0 "NA:High"
"1109" "NA" "High" 0 "NA:High"
"1110" "NA" "High" 0 "NA:High"
"1111" "NA" "High" 0 "NA:High"
"1112" "NA" "High" 0 "NA:High"
"1113" "LA" "Placebo" 0 "LA:Placebo"
"1114" "NA" "High" 0 "NA:High"
"1115" "LA" "Placebo" 1 "LA:Placebo"
"1116" "NA" "High" 1 "NA:High"
"1117" "LA" "Placebo" 0 "LA:Placebo"
"1118" "LA" "Placebo" 0 "LA:Placebo"
"1119" "LA" "Placebo" 0 "LA:Placebo"
"1120" "NA" "High" 0 "NA:High"
"1121" "NA" "High" 0 "NA:High"
"1122" "NA" "High" 0 "NA:High"
"1123" "NA" "High" 0 "NA:High"
"1124" "NA" "High" 0 "NA:High"
"1125" "LA" "Placebo" 1 "LA:Placebo"
"1126" "LA" "Placebo" 0 "LA:Placebo"
"1127" "NA" "High" 0 "NA:High"
"1128" "NA" "High" 1 "NA:High"
"1129" "LA" "Placebo" 0 "LA:Placebo"
"1130" "NA" "High" 0 "NA:High"
"1131" "NA" "High" 0 "NA:High"
"1132" "NA" "High" 0 "NA:High"
"1133" "LA" "Placebo" 0 "LA:Placebo"
"1134" "LA" "Placebo" 0 "LA:Placebo"
"1135" "NA" "High" 0 "NA:High"
"1136" "NA" "High" 0 "NA:High"
"1137" "NA" "High" 1 "NA:High"
"1138" "LA" "Placebo" 0 "LA:Placebo"
"1139" "NA" "High" 0 "NA:High"
"1140" "NA" "High" 0 "NA:High"
"1141" "LA" "Placebo" 0 "LA:Placebo"
"1142" "LA" "Placebo" 0 "LA:Placebo"
"1143" "NA" "High" 0 "NA:High"
"1144" "NA" "High" 0 "NA:High"
"1145" "NA" "High" 0 "NA:High"
"1146" "WE" "Placebo" 0 "WE:Placebo"
"1147" "NA" "High" 0 "NA:High"
"1148" "WE" "Placebo" 0 "WE:Placebo"
"1149" "WE" "Placebo" 1 "WE:Placebo"
"1150" "WE" "Placebo" 0 "WE:Placebo"
"1151" "WE" "Placebo" 0 "WE:Placebo"
"1152" "NA" "High" 1 "NA:High"
"1153" "NA" "High" 0 "NA:High"
"1154" "WE" "Placebo" 0 "WE:Placebo"
"1155" "NA" "High" 0 "NA:High"
"1156" "WE" "Placebo" 0 "WE:Placebo"
"1157" "WE" "Placebo" 0 "WE:Placebo"
"1158" "WE" "Placebo" 0 "WE:Placebo"
"1159" "WE" "Placebo" 0 "WE:Placebo"
"1160" "WE" "Placebo" 0 "WE:Placebo"
"1161" "WE" "Placebo" 0 "WE:Placebo"
"1162" "WE" "Placebo" 0 "WE:Placebo"
"1163" "WE" "Placebo" 0 "WE:Placebo"
"1164" "WE" "Placebo" 0 "WE:Placebo"
"1165" "NA" "High" 0 "NA:High"
"1166" "NA" "High" 0 "NA:High"
"1167" "NA" "High" 0 "NA:High"
"1168" "WE" "Placebo" 0 "WE:Placebo"
"1169" "WE" "Placebo" 0 "WE:Placebo"
"1170" "NA" "High" 0 "NA:High"
"1171" "WE" "Placebo" 1 "WE:Placebo"
"1172" "WE" "Placebo" 0 "WE:Placebo"
"1173" "NA" "High" 0 "NA:High"
"1174" "NA" "High" 0 "NA:High"
"1175" "NA" "High" 0 "NA:High"
"1176" "NA" "High" 0 "NA:High"
"1177" "WE" "High" 0 "WE:High"
"1178" "WE" "Placebo" 0 "WE:Placebo"
"1179" "WE" "High" 0 "WE:High"
"1180" "WE" "High" 0 "WE:High"
"1181" "WE" "High" 0 "WE:High"
"1182" "WE" "Placebo" 0 "WE:Placebo"
"1183" "WE" "Placebo" 0 "WE:Placebo"
"1184" "WE" "High" 0 "WE:High"
"1185" "WE" "Placebo" 0 "WE:Placebo"
"1186" "WE" "Placebo" 1 "WE:Placebo"
"1187" "WE" "High" 0 "WE:High"
"1188" "WE" "High" 0 "WE:High"
"1189" "WE" "Placebo" 0 "WE:Placebo"
"1190" "WE" "High" 0 "WE:High"
"1191" "WE" "High" 0 "WE:High"
"1192" "WE" "High" 0 "WE:High"
"1193" "WE" "High" 0 "WE:High"
"1194" "WE" "High" 0 "WE:High"
"1195" "WE" "Placebo" 0 "WE:Placebo"
"1196" "WE" "Placebo" 0 "WE:Placebo"
"1197" "WE" "Placebo" 0 "WE:Placebo"
"1198" "WE" "High" 0 "WE:High"
"1199" "WE" "High" 0 "WE:High"
"1200" "WE" "High" 0 "WE:High"
"1201" "WE" "Placebo" 0 "WE:Placebo"
"1202" "WE" "High" 0 "WE:High"
"1203" "WE" "Placebo" 0 "WE:Placebo"
"1204" "WE" "Placebo" 1 "WE:Placebo"
"1205" "WE" "High" 1 "WE:High"
"1206" "WE" "High" 0 "WE:High"
"1207" "WE" "High" 0 "WE:High"
"1208" "WE" "Placebo" 0 "WE:Placebo"
"1209" "WE" "Placebo" 0 "WE:Placebo"
"1210" "WE" "Placebo" 0 "WE:Placebo"
"1211" "WE" "Placebo" 0 "WE:Placebo"
"1212" "WE" "High" 0 "WE:High"
"1213" "WE" "High" 0 "WE:High"
"1214" "WE" "Placebo" 0 "WE:Placebo"
"1215" "WE" "Placebo" 0 "WE:Placebo"
"1216" "WE" "Placebo" 0 "WE:Placebo"
"1217" "WE" "High" 0 "WE:High"
"1218" "WE" "High" 0 "WE:High"
"1219" "WE" "Placebo" 0 "WE:Placebo"
"1220" "WE" "Placebo" 0 "WE:Placebo"
"1221" "WE" "Placebo" 0 "WE:Placebo"
"1222" "WE" "Placebo" 0 "WE:Placebo"
"1223" "WE" "Placebo" 0 "WE:Placebo"
"1224" "WE" "Placebo" 0 "WE:Placebo"
"1225" "WE" "High" 0 "WE:High"
"1226" "WE" "Placebo" 0 "WE:Placebo"
"1227" "WE" "High" 0 "WE:High"
"1228" "WE" "Placebo" 0 "WE:Placebo"
"1229" "WE" "High" 0 "WE:High"
"1230" "WE" "Placebo" 0 "WE:Placebo"
"1231" "WE" "High" 0 "WE:High"
"1232" "WE" "High" 0 "WE:High"
"1233" "WE" "High" 0 "WE:High"
"1234" "WE" "Placebo" 0 "WE:Placebo"
"1235" "WE" "High" 0 "WE:High"
